time,precipitation_sum,temperature_2m_max
2025-09-16,10.2,30.7
2025-09-17,4.1,31.2
2025-09-18,13.3,29.7
2025-09-19,9.6,31.3
2025-09-20,1.3,32.4
2025-09-21,0.1,33.3
2025-09-22,0.8,33.2
2025-09-23,0.0,34.3
2025-09-24,0.0,35.4
2025-09-25,1.3,33.5
2025-09-26,0.0,37.5
2025-09-27,1.1,34.3
2025-09-28,0.2,34.5
2025-09-29,1.0,34.3
2025-09-30,0.8,34.7
2025-10-01,18.4,32.5
2025-10-02,0.9,30.9
2025-10-03,7.4,31.4
2025-10-04,0.0,32.0
2025-10-05,0.2,33.8
2025-10-06,1.4,33.6
2025-10-07,0.5,31.3
2025-10-08,3.2,31.6
2025-10-09,0.0,32.2
2025-10-10,0.0,31.8
2025-10-11,0.0,31.3
2025-10-12,0.0,31.2
2025-10-13,0.0,31.6
2025-10-14,0.0,31.8
2025-10-15,0.0,31.9
2025-10-16,0.0,32.8
2025-10-17,0.0,33.5
2025-10-18,0.0,33.5
2025-10-19,0.0,32.8
2025-10-20,0.0,32.3
2025-10-21,0.0,33.4
2025-10-22,0.0,32.6
2025-10-23,0.0,33.5
2025-10-24,0.0,34.0
2025-10-25,0.0,33.8
2025-10-26,0.0,32.9
2025-10-27,1.0,28.8
2025-10-28,5.2,24.1
2025-10-29,0.0,28.7
2025-10-30,28.8,26.8
2025-10-31,2.9,25.9
2025-11-01,0.1,29.1
2025-11-02,0.0,29.7
2025-11-03,0.0,29.6
2025-11-04,0.0,30.4
